Week of,Prediction,Name,APTA Name,Size,Region,City
2019-01-06,514263.0,Niagara Frontier Trp Auth,Niagara Frontier Trp Auth,"500,000-1.99M",Mid-Atlantic,Buffalo
2019-01-06,5939664.0,Washington Metro Area TA,Washington Metro Area TA,2M+,South-Atlantic,Washington D.C.
2019-01-06,34287.0,SunRail,SunRail,"500,000-1.99M",South-Atlantic,Orlando
2019-01-06,51379.0,"Arlington County, Virginia","Arlington County, Virginia",2M+,South-Atlantic,Washington D.C.
2019-01-06,56205.0,Charleston Area RTA,Charleston Area RTA,"500,000-1.99M",South-Atlantic,Charleston
2019-01-06,47715.0,Prince Georges County Transp,Prince Georges County Transp,2M+,South-Atlantic,Washington D.C.
2019-01-06,46215.0,Santa Clarita Transit,Santa Clarita Transit,Under 500k,Pacific,Los Angeles
2019-01-06,235660.0,Interurban Transit Partnership,Interurban Transit Partnership,"500,000-1.99M",East Central,Grand Rapids
2019-01-06,167231.0,Greater Richmond Transit Company,Greater Richmond Transit Company,"500,000-1.99M",South-Atlantic,Richmond
2019-01-06,395608.0,Sacramento Reg Tr Dist,Sacramento Reg Tr Dist,"500,000-1.99M",Pacific,Sacramento
2019-01-06,37176.0,Madison County Trans Dist,Madison County Trans Dist,2M+,East Central,St. Louis
2019-01-06,65230.0,Salem-Keizer Transit,Salem-Keizer Transit,Under 500k,Pacific,Salem-Keizer
2019-01-06,429365.0,City of Tucson MTS,City of Tucson MTS,"500,000-1.99M",Mountain,Tucson
2019-01-06,55065.0,Gardena Municipal Bus Lines,Gardena Municipal Bus Lines,2M+,Pacific,Los Angeles
2019-01-06,194141.0,North County Transit District,North County Transit District,2M+,Pacific,San Diego
2019-01-06,1545939.0,Dallas Area Rapid Transit,Dallas Area Rapid Transit,2M+,West Central,Dallas
2019-01-06,1333270.0,Metro Transit,Metro Transit,2M+,West Central,Minneapolis-Saint Paul
2019-01-06,28833.0,San Joaquin Reg Rail Comm,San Joaquin Reg Rail Comm,Under 500k,Pacific,SF Bay Area
2019-01-06,476698.0,New York City DOT,New York City DOT,2M+,Mid-Atlantic,NYC
2019-01-06,131370.0,RTC of Washoe County,RTC of Washoe County,Under 500k,Mountain,Reno
2019-01-06,55234.0,Tr Auth of Northern Kentucky,Tr Auth of Northern Kentucky,"500,000-1.99M",East Central,Cincinnati
2019-01-06,233391.0,Hampton Roads Transit,Hampton Roads Transit,"500,000-1.99M",South-Atlantic,Hampton Roads
2019-01-06,2018339.0,Miami-Dade Transit Agency,Miami-Dade Transit Agency,2M+,South-Atlantic,Miami
2019-01-06,96427.0,Champaign-Urbana MTD,Champaign-Urbana MTD,Under 500k,East Central,Champaign-Urbana
2019-01-06,921444.0,Alameda-Contra Costa TD,Alameda-Contra Costa TD,2M+,Pacific,SF Bay Area
2019-01-06,9852.0,City of Fairfax CUE Bus,City of Fairfax CUE Bus,2M+,South-Atlantic,Washington D.C.
2019-01-06,169255.0,Greater Dayton Regional TA,Greater Dayton Regional TA,"500,000-1.99M",East Central,Dayton
2019-01-06,34785.0,GoTriangle,GoTriangle,Under 500k,South-Atlantic,Raleigh
2019-01-06,69675.0,San Joaquin Reg Trans Dist,San Joaquin Reg Trans Dist,Under 500k,Pacific,Stockton
2019-01-06,276515.0,Rhode Island Public TA,Rhode Island Public TA,Under 500k,New England,Providence
2019-01-06,101600.0,Unitrans,Unitrans,Under 500k,Pacific,Sacramento
2019-01-06,32575.0,Denton County Transportation Auth,Denton County Transportation Auth,Under 500k,West Central,Dallas
2019-01-06,86479.0,Transit Auth Lexington-Fayette,Transit Auth Lexington-Fayette,Under 500k,East Central,Lexington
2019-01-06,1658487.0,MTA Metro-North Railroad,MTA Metro-North Railroad,2M+,Mid-Atlantic,NYC
2019-01-06,610145.0,Bi-State Dev Agency,Bi-State Dev Agency,2M+,West Central,St. Louis
2019-01-06,32871.0,Livermore/Amador Valley TA,Livermore/Amador Valley TA,"500,000-1.99M",Pacific,SF Bay Area
2019-01-06,345948.0,Caltrain,Caltrain,2M+,Pacific,SF Bay Area
2019-01-06,6719.0,City of Redondo Beach,City of Redondo Beach,2M+,Pacific,Los Angeles
2019-01-06,35556.0,Eastern Contra Costa Tr Auth,Eastern Contra Costa Tr Auth,Under 500k,Pacific,SF Bay Area
2019-01-06,46033.0,Detroit Transp Corp/DPM,Detroit Transp Corp/DPM,2M+,East Central,Detroit
2019-01-06,126204.0,GoRaleigh,GoRaleigh,"500,000-1.99M",South-Atlantic,Raleigh
2019-01-06,291620.0,Pinellas Suncoast Tran Auth,Pinellas Suncoast Tran Auth,2M+,South-Atlantic,Tampa
2019-01-06,832950.0,VIA Metropolitan Transit,VIA Metropolitan Transit,"500,000-1.99M",West Central,San Antonio
2019-01-06,120774.0,Ann Arbor Transportation Auth,Ann Arbor Transportation Auth,Under 500k,East Central,Ann Arbor
2019-01-06,105597.0,District Dept of Transp,District Dept of Transp,2M+,South-Atlantic,Washington D.C.
2019-01-06,7822744.0,Chicago Transit Authority,Chicago Transit Authority,2M+,East Central,Chicago
2019-01-06,7872.0,LAKETRAN,LAKETRAN,"500,000-1.99M",East Central,Cleveland
2019-01-06,193348.0,San Mateo County Tran Dist,San Mateo County Tran Dist,2M+,Pacific,SF Bay Area
2019-01-06,417888.0,City of Detroit Dept of Trp,City of Detroit Dept of Trp,2M+,East Central,Detroit
2019-01-06,139722.0,Delaware Transit Corp,Delaware Transit Corp,2M+,South-Atlantic,Delaware
2019-01-06,2408624.0,Metro Atlanta Rapid Tr Auth,Metro Atlanta Rapid Tr Auth,2M+,South-Atlantic,Atlanta
2019-01-06,2628792.0,MTA Long Island Rail Road,MTA Long Island Rail Road,2M+,Mid-Atlantic,NYC
2019-01-06,971084.0,Sound Transit,Sound Transit,2M+,Pacific,Seattle
2019-01-06,132758.0,South Florida RTA (Tri-Rail),South Florida RTA (Tri-Rail),2M+,South-Atlantic,Miami
2019-01-06,122775.0,GoDurham Transit,GoDurham Transit,Under 500k,South-Atlantic,Raleigh
2019-01-06,2477395.0,King County Dept of Trp,King County Dept of Trp,2M+,Pacific,Seattle
2019-01-06,221633.0,Palm Beach County STD,Palm Beach County STD,2M+,South-Atlantic,Miami
2019-01-06,14244.0,Ventura County Transp Comm,Ventura County Transp Comm,Under 500k,Pacific,Ventura County
2019-01-06,273548.0,Jacksonville Transp Auth,Jacksonville Transp Auth,"500,000-1.99M",South-Atlantic,Jacksonville
2019-01-06,204859.0,OMNITRANS,OMNITRANS,"500,000-1.99M",Pacific,Los Angeles
2019-01-06,2378591.0,MTA Bus Company,MTA Bus Company,2M+,Mid-Atlantic,NYC
2019-01-06,333417.0,Montgomery County Ride-On,Montgomery County Ride-On,2M+,South-Atlantic,Washington D.C.
2019-01-06,738880.0,City of Phoenix PTD,City of Phoenix PTD,2M+,Mountain,Phoenix
2019-01-06,307028.0,Hillsborough Area Reg TA,Hillsborough Area Reg TA,2M+,South-Atlantic,Tampa
2019-01-06,220328.0,Transit Auth of River City,Transit Auth of River City,"500,000-1.99M",East Central,Louisville
2019-01-06,47007.0,Water Emergency Tr Auth,Water Emergency Tr Auth,2M+,Pacific,SF Bay Area
2019-01-06,580338.0,Greater Cleveland Reg TA,Greater Cleveland Reg TA,"500,000-1.99M",East Central,Cleveland
2019-01-06,622537.0,Broward County Transit,Broward County Transit,2M+,South-Atlantic,Miami
2019-01-06,54206.0,Northern IN Commuter TD,Northern IN Commuter TD,2M+,East Central,Chicago
2019-01-06,177294.0,Pierce Transit,Pierce Transit,2M+,Pacific,Seattle
2019-01-06,237969.0,Santa Monica's Big Blue Bus,Santa Monica's Big Blue Bus,2M+,Pacific,Los Angeles
2019-01-06,231322.0,Spokane Transit Authority,Spokane Transit Authority,Under 500k,Pacific,Spokane
2019-01-06,56686.0,Monterey-Salinas Transit,Monterey-Salinas Transit,Under 500k,Pacific,Monterey
2019-01-06,724000.0,Orange County Transp Auth,Orange County Transp Auth,2M+,Pacific,Los Angeles
2019-01-06,331628.0,Regional Transit Auth,Regional Transit Auth,"500,000-1.99M",West Central,New Orleans
2019-01-06,92994.0,Santa Cruz Metro Transit Dist,Santa Cruz Metro Transit Dist,Under 500k,Pacific,Santa Cruz
2019-01-06,376651.0,Central Ohio Transit Auth,Central Ohio Transit Auth,"500,000-1.99M",East Central,Columbus
2019-01-06,235705.0,Kansas City Area Trp Auth,Kansas City Area Trp Auth,"500,000-1.99M",West Central,Kansas City
2019-01-06,5217134.0,New Jersey Transit Corp,New Jersey Transit Corp,2M+,Mid-Atlantic,New Jersey
2019-01-06,688155.0,Santa Clara Valley Trp Auth,Santa Clara Valley Trp Auth,"500,000-1.99M",Pacific,SF Bay Area
2019-01-06,249050.0,Southwest Ohio RTA,Southwest Ohio RTA,"500,000-1.99M",East Central,Cincinnati
2019-01-06,45443.0,Minnesota Valley Transit Auth,Minnesota Valley Transit Auth,2M+,West Central,Minneapolis-Saint Paul
2019-01-06,34597.0,Modesto Area Express,Modesto Area Express,Under 500k,Pacific,Modesto
2019-01-06,87409.0,Culver CityBus,Culver CityBus,2M+,Pacific,Los Angeles
2019-01-06,114062.0,Trinity Metro,Trinity Metro,2M+,West Central,Dallas
2019-01-06,96352.0,"Golden Gate Bridge, Hwy & TD","Golden Gate Bridge, Hwy & TD",2M+,Pacific,SF Bay Area
2019-01-06,184710.0,Indianapolis Public Trp Corp,Indianapolis Public Trp Corp,"500,000-1.99M",East Central,Indianapolis
2019-01-06,211316.0,Southern California RRA,Southern California RRA,2M+,Pacific,Los Angeles
2019-01-06,168694.0,Riverside Transit Agency,Riverside Transit Agency,"500,000-1.99M",Pacific,Los Angeles
2019-01-06,74385.0,Kitsap Transit,Kitsap Transit,Under 500k,Pacific,Seattle
2019-01-06,201976.0,Snohomish County PTBA,Snohomish County PTBA,2M+,Pacific,Seattle
2019-01-06,210134.0,Capital District Transp Auth,Capital District Transp Auth,"500,000-1.99M",Mid-Atlantic,Albany
2019-01-06,198862.0,Lane Transit District ,Lane Transit District ,Under 500k,Pacific,Eugene
2019-01-06,60791522.0,MTA New York City Transit,MTA New York City Transit,2M+,Mid-Atlantic,NYC
2019-01-13,172729.0,Pierce Transit,Pierce Transit,2M+,Pacific,Seattle
2019-01-13,625515.0,Bi-State Dev Agency,Bi-State Dev Agency,2M+,West Central,St. Louis
2019-01-13,168973.0,Indianapolis Public Trp Corp,Indianapolis Public Trp Corp,"500,000-1.99M",East Central,Indianapolis
2019-01-13,156848.0,MTA Staten Island Railway,MTA Staten Island Railway,2M+,Mid-Atlantic,NYC
2019-01-13,69610.0,Kitsap Transit,Kitsap Transit,Under 500k,Pacific,Seattle
2019-01-13,163328.0,Greater Richmond Transit Company,Greater Richmond Transit Company,"500,000-1.99M",South-Atlantic,Richmond
2019-01-13,34442.0,Livermore/Amador Valley TA,Livermore/Amador Valley TA,"500,000-1.99M",Pacific,SF Bay Area
2019-01-13,368734.0,Regional Transit Auth,Regional Transit Auth,"500,000-1.99M",West Central,New Orleans
2019-01-13,546042.0,Capital Metropolitan Trp Auth,Capital Metropolitan Trp Auth,"500,000-1.99M",West Central,Austin
2019-01-13,85198.0,METRO Regional Transit Authority,METRO Regional Transit Authority,"500,000-1.99M",East Central,Cleveland
2019-01-13,77040.0,Denton County Transportation Auth,Denton County Transportation Auth,Under 500k,West Central,Dallas
2019-01-13,210081.0,Santa Monica's Big Blue Bus,Santa Monica's Big Blue Bus,2M+,Pacific,Los Angeles
2019-01-13,50338.0,Water Emergency Tr Auth,Water Emergency Tr Auth,2M+,Pacific,SF Bay Area
2019-01-13,58535405.0,MTA New York City Transit,MTA New York City Transit,2M+,Mid-Atlantic,NYC
2019-01-13,73322.0,San Joaquin Reg Trans Dist,San Joaquin Reg Trans Dist,Under 500k,Pacific,Stockton
2019-01-13,65587.0,Monterey-Salinas Transit,Monterey-Salinas Transit,Under 500k,Pacific,Monterey
2019-01-13,285981.0,Rhode Island Public TA,Rhode Island Public TA,Under 500k,New England,Providence
2019-01-13,1557343.0,MTA Metro-North Railroad,MTA Metro-North Railroad,2M+,Mid-Atlantic,NYC
2019-01-13,45032.0,Prince Georges County Transp,Prince Georges County Transp,2M+,South-Atlantic,Washington D.C.
2019-01-13,56869.0,Northern IN Commuter TD,Northern IN Commuter TD,2M+,East Central,Chicago
2019-01-13,345016.0,Sacramento Reg Tr Dist,Sacramento Reg Tr Dist,"500,000-1.99M",Pacific,Sacramento
2019-01-13,182195.0,Metropolitan Transit Auth,Metropolitan Transit Auth,"500,000-1.99M",East Central,Nashville
2019-01-13,84459.0,Transit Auth Lexington-Fayette,Transit Auth Lexington-Fayette,Under 500k,East Central,Lexington
2019-01-13,99230.0,Unitrans,Unitrans,Under 500k,Pacific,Sacramento
2019-01-13,218468.0,Capital District Transp Auth,Capital District Transp Auth,"500,000-1.99M",Mid-Atlantic,Albany
2019-01-13,197109.0,Lane Transit District ,Lane Transit District ,Under 500k,Pacific,Eugene
2019-01-13,146283.0,Trinity Metro,Trinity Metro,2M+,West Central,Dallas
2019-01-13,52119.0,"Arlington County, Virginia","Arlington County, Virginia",2M+,South-Atlantic,Washington D.C.
2019-01-13,2533909.0,MTA Bus Company,MTA Bus Company,2M+,Mid-Atlantic,NYC
2019-01-13,221485.0,Palm Beach County STD,Palm Beach County STD,2M+,South-Atlantic,Miami
2019-01-13,142455.0,RTC of Washoe County,RTC of Washoe County,Under 500k,Mountain,Reno
2019-01-13,10484.0,Ventura County Transp Comm,Ventura County Transp Comm,Under 500k,Pacific,Ventura County
2019-01-13,779505.0,VIA Metropolitan Transit,VIA Metropolitan Transit,"500,000-1.99M",West Central,San Antonio
2019-01-13,215828.0,Kansas City Area Trp Auth,Kansas City Area Trp Auth,"500,000-1.99M",West Central,Kansas City
2019-01-13,133033.0,Ann Arbor Transportation Auth,Ann Arbor Transportation Auth,Under 500k,East Central,Ann Arbor
2019-01-13,5901658.0,Washington Metro Area TA,Washington Metro Area TA,2M+,South-Atlantic,Washington D.C.
2019-01-13,371205.0,Central Ohio Transit Auth,Central Ohio Transit Auth,"500,000-1.99M",East Central,Columbus
2019-01-13,54031.0,Tr Auth of Northern Kentucky,Tr Auth of Northern Kentucky,"500,000-1.99M",East Central,Cincinnati
2019-01-13,184850.0,Southern California RRA,Southern California RRA,2M+,Pacific,Los Angeles
2019-01-13,438501.0,Niagara Frontier Trp Auth,Niagara Frontier Trp Auth,"500,000-1.99M",Mid-Atlantic,Buffalo
2019-01-13,131819.0,GoRaleigh,GoRaleigh,"500,000-1.99M",South-Atlantic,Raleigh
2019-01-13,666771.0,Santa Clara Valley Trp Auth,Santa Clara Valley Trp Auth,"500,000-1.99M",Pacific,SF Bay Area
2019-01-13,368950.0,Long Beach Transit,Long Beach Transit,2M+,Pacific,Los Angeles
2019-01-13,5329.0,City of Redondo Beach,City of Redondo Beach,2M+,Pacific,Los Angeles
2019-01-13,106151.0,District Dept of Transp,District Dept of Transp,2M+,South-Atlantic,Washington D.C.
2019-01-13,34106.0,Eastern Contra Costa Tr Auth,Eastern Contra Costa Tr Auth,Under 500k,Pacific,SF Bay Area
2019-01-13,51511.0,Marin County Transit District,Marin County Transit District,Under 500k,Pacific,SF Bay Area
2019-01-13,52569.0,Detroit Transp Corp/DPM,Detroit Transp Corp/DPM,2M+,East Central,Detroit
2019-01-13,415012.0,City of Detroit Dept of Trp,City of Detroit Dept of Trp,2M+,East Central,Detroit
2019-01-13,39720.0,Santa Clarita Transit,Santa Clarita Transit,Under 500k,Pacific,Los Angeles
2019-01-13,136602.0,Delaware Transit Corp,Delaware Transit Corp,2M+,South-Atlantic,Delaware
2019-01-13,193380.0,OMNITRANS,OMNITRANS,"500,000-1.99M",Pacific,Los Angeles
2019-01-13,306715.0,Pinellas Suncoast Tran Auth,Pinellas Suncoast Tran Auth,2M+,South-Atlantic,Tampa
2019-01-13,2362543.0,Metro Atlanta Rapid Tr Auth,Metro Atlanta Rapid Tr Auth,2M+,South-Atlantic,Atlanta
2019-01-13,29060.0,San Joaquin Reg Rail Comm,San Joaquin Reg Rail Comm,Under 500k,Pacific,SF Bay Area
2019-01-13,353617.0,Caltrain,Caltrain,2M+,Pacific,SF Bay Area
2019-01-13,45156.0,Tompkins Consol Area Transit,Tompkins Consol Area Transit,Under 500k,Mid-Atlantic,Ithaca
2019-01-13,171560.0,Greater Dayton Regional TA,Greater Dayton Regional TA,"500,000-1.99M",East Central,Dayton
2019-01-13,174095.0,North County Transit District,North County Transit District,2M+,Pacific,San Diego
2019-01-13,201367.0,Spokane Transit Authority,Spokane Transit Authority,Under 500k,Pacific,Spokane
2019-01-13,2399545.0,San Francisco Bay Area RTD,San Francisco Bay Area RTD,2M+,Pacific,SF Bay Area
2019-01-13,4045514.0,San Francisco Muni Rwy,San Francisco Muni Rwy,2M+,Pacific,SF Bay Area
2019-01-13,188446.0,"Metro Transit, City of Madison","Metro Transit, City of Madison",Under 500k,East Central,Madison
2019-01-13,67006.0,Salem-Keizer Transit,Salem-Keizer Transit,Under 500k,Pacific,Salem-Keizer
2019-01-13,115618.0,Clark Co Pub Trp Benefit Area,Clark Co Pub Trp Benefit Area,"500,000-1.99M",Pacific,Vancouver
2019-01-13,41497.0,PRTC Omni-Ride,PRTC Omni-Ride,2M+,South-Atlantic,Washington D.C.
2019-01-13,264353.0,Jacksonville Transp Auth,Jacksonville Transp Auth,"500,000-1.99M",South-Atlantic,Jacksonville
2019-01-13,5377101.0,Southeastern Penn TA,Southeastern Penn TA,2M+,Mid-Atlantic,Philadelphia
2019-01-13,6649298.0,Massachusetts Bay Tr Auth,Massachusetts Bay Tr Auth,2M+,New England,Boston
2019-01-13,47576.0,Gardena Municipal Bus Lines,Gardena Municipal Bus Lines,2M+,Pacific,Los Angeles
2019-01-13,5084909.0,New Jersey Transit Corp,New Jersey Transit Corp,2M+,Mid-Atlantic,New Jersey
2019-01-13,8585.0,LAKETRAN,LAKETRAN,"500,000-1.99M",East Central,Cleveland
2019-01-13,205447.0,Transit Auth of River City,Transit Auth of River City,"500,000-1.99M",East Central,Louisville
2019-01-13,19007.0,Yolo County Transportation District,Yolo County Transportation District,"500,000-1.99M",Pacific,Sacramento
2019-01-13,373880.0,Montgomery County Ride-On,Montgomery County Ride-On,2M+,South-Atlantic,Washington D.C.
2019-01-13,2453974.0,King County Dept of Trp,King County Dept of Trp,2M+,Pacific,Seattle
2019-01-13,193161.0,Snohomish County PTBA,Snohomish County PTBA,2M+,Pacific,Seattle
2019-01-13,58148.0,Torrance Transit System,Torrance Transit System,2M+,Pacific,Los Angeles
2019-01-13,241858.0,Southwest Ohio RTA,Southwest Ohio RTA,"500,000-1.99M",East Central,Cincinnati
2019-01-13,8412579.0,Chicago Transit Authority,Chicago Transit Authority,2M+,East Central,Chicago
2019-01-13,533152.0,Central Florida RTA,Central Florida RTA,"500,000-1.99M",South-Atlantic,Orlando
2019-01-13,1327152.0,Metro Transit,Metro Transit,2M+,West Central,Minneapolis-Saint Paul
2019-01-13,79448.0,Culver CityBus,Culver CityBus,2M+,Pacific,Los Angeles
2019-01-13,37942.0,Modesto Area Express,Modesto Area Express,Under 500k,Pacific,Modesto
2019-01-13,1971952.0,Regional Trp District,Regional Trp District,2M+,Mountain,Denver
2019-01-13,1159456.0,RTC of Southern Nevada,RTC of Southern Nevada,"500,000-1.99M",Mountain,Las Vegas
2019-01-13,272269.0,Rochester Genesee RTA,Rochester Genesee RTA,"500,000-1.99M",Mid-Atlantic,Rochester
2019-01-13,1257325.0,City & Cnty of Honolulu DOTS,City & Cnty of Honolulu DOTS,"500,000-1.99M",Pacific,Oahu
2019-01-13,229987.0,Interurban Transit Partnership,Interurban Transit Partnership,"500,000-1.99M",East Central,Grand Rapids
2019-01-13,1549890.0,Dallas Area Rapid Transit,Dallas Area Rapid Transit,2M+,West Central,Dallas
2019-01-13,98351.0,"Golden Gate Bridge, Hwy & TD","Golden Gate Bridge, Hwy & TD",2M+,Pacific,SF Bay Area
2019-01-13,1567586.0,San Diego Metrop Transit System,San Diego Metrop Transit System,2M+,Pacific,San Diego
2019-01-13,46733.0,Minnesota Valley Transit Auth,Minnesota Valley Transit Auth,2M+,West Central,Minneapolis-Saint Paul
2019-01-13,153381.0,Riverside Transit Agency,Riverside Transit Agency,"500,000-1.99M",Pacific,Los Angeles
2019-01-13,1605650.0,Maryland Transit Admin,Maryland Transit Admin,2M+,South-Atlantic,Baltimore
2019-01-13,442469.0,Charlotte Area Transit,Charlotte Area Transit,"500,000-1.99M",South-Atlantic,Charlotte
2019-01-13,127155.0,South Florida RTA (Tri-Rail),South Florida RTA (Tri-Rail),2M+,South-Atlantic,Miami
2019-01-13,497788.0,Milwaukee County Tr Sys,Milwaukee County Tr Sys,"500,000-1.99M",East Central,Milwaukee County
2019-01-13,75233.0,Virginia Railway Express,Virginia Railway Express,2M+,South-Atlantic,Washington D.C.
2019-01-13,603397.0,Broward County Transit,Broward County Transit,2M+,South-Atlantic,Miami
2019-01-13,1194308.0,Metra,Metra,2M+,East Central,Chicago
2019-01-13,424546.0,New York City DOT,New York City DOT,2M+,Mid-Atlantic,NYC
